Log_ID,Timestamp,Service_Name,Notification_Type,Recipient_Type,Status,Failure_Reason,Response_Code,Retry_Count,Delivery_Time_ms
LOG02157,2026-06-03 14:10:33,Notification Service,Invoice,Vendor,Delivered,,250,1,350
LOG02158,2026-03-10 21:04:37,Authentication Service,Promotional,Customer,Delivered,,250,0,526
LOG02159,2026-03-12 22:01:47,Marketing Service,Password Reset,Vendor,Delivered,,250,0,228
LOG02160,2026-04-06 01:44:36,Marketing Service,Password Reset,Customer,Delivered,,250,0,718
LOG02161,2026-03-29 04:10:13,Billing Service,Invoice,Customer,Delivered,,250,1,1524
LOG02162,2026-03-30 22:50:33,Email Gateway,Invoice,Customer,Delivered,,250,1,1458
LOG02163,2026-01-03 01:45:45,Authentication Service,Email,Vendor,Delivered,,250,0,958
LOG02164,2026-03-17 10:03:42,Email Gateway,Invoice,Admin,Delivered,,250,0,1785
LOG02165,2026-03-24 10:22:46,Billing Service,Invoice,Employee,Delivered,,250,0,1311
LOG02166,2026-02-07 10:59:42,Billing Service,Invoice,Vendor,Failed,SMTP Timeout,504,0,7398
LOG02167,2026-05-10 08:49:20,Marketing Service,Alert,Customer,Failed,Invalid Email,550,0,2790
LOG02168,2026-01-15 10:47:50,Notification Service,Invoice,Customer,Delivered,,250,0,1775
LOG02169,2026-01-17 23:15:11,Email Gateway,Email,Customer,Delivered,,250,0,1444
LOG02170,2026-01-14 16:00:27,Notification Service,Alert,Admin,Delivered,,250,0,1541
LOG02171,2026-01-21 13:12:58,Authentication Service,Email,Customer,Delivered,,250,0,1707
LOG02172,2026-06-29 22:05:29,Email Gateway,Password Reset,Customer,Delivered,,250,0,1066
LOG02173,2026-06-03 17:05:22,Notification Service,Password Reset,Customer,Delivered,,250,0,1460
LOG02174,2026-04-13 18:52:22,Notification Service,Promotional,Employee,Delivered,,250,0,1626
LOG02175,2026-02-06 03:07:30,Billing Service,Invoice,Customer,Delivered,,250,0,342
LOG02176,2026-02-04 03:31:28,Notification Service,Invoice,Employee,Delivered,,250,0,567
LOG02177,2026-05-16 22:04:57,Email Gateway,Email,Employee,Delivered,,250,0,646
LOG02178,2026-02-01 12:56:55,Billing Service,Alert,Vendor,Delivered,,250,0,764
LOG02179,2026-02-12 09:09:25,Billing Service,Invoice,Vendor,Delivered,,250,0,1521
LOG02180,2026-06-22 22:17:31,Marketing Service,Invoice,Employee,Failed,Invalid Email,550,2,6804
LOG02181,2026-01-12 17:30:10,Authentication Service,Promotional,Customer,Delivered,,250,0,1093
LOG02182,2026-01-03 07:55:08,Email Gateway,Invoice,Vendor,Delivered,,250,0,314
LOG02183,2026-04-21 12:40:10,Marketing Service,Invoice,Admin,Delivered,,250,0,938
LOG02184,2026-04-08 00:44:49,Marketing Service,Promotional,Vendor,Delivered,,250,0,647
LOG02185,2026-04-25 00:41:09,Notification Service,Email,Vendor,Delivered,,250,0,844
LOG02186,2026-06-29 07:34:13,Billing Service,Promotional,Admin,Delivered,,250,0,1717
LOG02187,2026-03-16 20:51:33,Billing Service,Email,Employee,Delivered,,250,0,1474
LOG02188,2026-01-30 00:10:46,Billing Service,Invoice,Customer,Delivered,,250,0,533
LOG02189,2026-01-30 07:53:28,Authentication Service,Password Reset,Employee,Delivered,,250,0,486
LOG02190,2026-02-22 14:26:21,Marketing Service,Password Reset,Customer,Delivered,,250,0,1305
LOG02191,2026-02-23 22:02:02,Notification Service,Password Reset,Admin,Delivered,,250,0,1071
LOG02192,2026-06-15 08:43:48,Notification Service,Promotional,Customer,Delivered,,250,0,842
LOG02193,2026-05-18 02:18:38,Billing Service,Alert,Vendor,Delivered,,250,0,1192
LOG02194,2026-06-06 01:09:00,Notification Service,Promotional,Admin,Failed,SMTP Timeout,504,1,3573
LOG02195,2026-05-03 10:09:07,Marketing Service,Alert,Admin,Delivered,,250,0,1264
LOG02196,2026-02-24 17:44:08,Marketing Service,Invoice,Employee,Delivered,,250,1,309
LOG02197,2026-01-04 10:32:00,Billing Service,Invoice,Admin,Delivered,,250,1,1589
LOG02198,2026-02-15 07:54:05,Marketing Service,Promotional,Vendor,Delivered,,250,0,858
LOG02199,2026-05-16 14:27:05,Notification Service,Password Reset,Vendor,Delivered,,250,0,648
LOG02200,2026-05-18 12:00:28,Authentication Service,Alert,Employee,Delivered,,250,0,1333
LOG02201,2026-04-02 05:12:19,Email Gateway,Invoice,Customer,Delivered,,250,0,838
LOG02202,2026-01-16 18:55:16,Authentication Service,Promotional,Admin,Delivered,,250,0,1670
LOG02203,2026-02-21 15:41:02,Email Gateway,Promotional,Admin,Delivered,,250,0,745
LOG02204,2026-05-19 05:43:47,Notification Service,Invoice,Customer,Delivered,,250,0,186
LOG02205,2026-03-05 12:55:46,Marketing Service,Alert,Admin,Delivered,,250,0,835
LOG02206,2026-04-05 02:51:18,Marketing Service,Alert,Employee,Delivered,,250,0,1403
LOG02207,2026-04-28 11:53:01,Email Gateway,Invoice,Customer,Delivered,,250,0,1212
LOG02208,2026-02-24 20:20:29,Notification Service,Promotional,Admin,Delivered,,250,0,790
LOG02209,2026-02-20 16:17:30,Notification Service,Password Reset,Vendor,Failed,Mailbox Full,552,3,1444
LOG02210,2026-03-13 13:56:52,Billing Service,Password Reset,Admin,Delivered,,250,0,1396
LOG02211,2026-03-28 05:50:20,Marketing Service,Email,Vendor,Delivered,,250,0,1422
LOG02212,2026-03-30 00:41:13,Marketing Service,Password Reset,Employee,Delivered,,250,0,287
LOG02213,2026-06-18 11:57:02,Marketing Service,Alert,Admin,Delivered,,250,0,1655
LOG02214,2026-03-14 19:45:43,Authentication Service,Email,Admin,Delivered,,250,0,848
LOG02215,2026-04-30 01:10:10,Email Gateway,Invoice,Vendor,Delivered,,250,0,1227
LOG02216,2026-01-11 20:19:21,Notification Service,Promotional,Customer,Delivered,,250,0,389
LOG02217,2026-04-12 12:20:02,Notification Service,Password Reset,Customer,Delivered,,250,1,872
LOG02218,2026-01-16 18:13:37,Billing Service,Invoice,Customer,Delivered,,250,0,1254
LOG02219,2026-03-22 20:20:42,Billing Service,Password Reset,Customer,Delivered,,250,0,416
LOG02220,2026-05-29 02:44:17,Marketing Service,Password Reset,Employee,Failed,Mailbox Full,552,0,1229
LOG02221,2026-05-05 20:08:35,Notification Service,Promotional,Customer,Failed,Mailbox Full,552,1,7930
LOG02222,2026-01-27 17:36:11,Authentication Service,Invoice,Vendor,Delivered,,250,0,990
LOG02223,2026-01-04 17:44:17,Authentication Service,Invoice,Admin,Failed,Mailbox Full,552,3,5305
LOG02224,2026-01-14 04:43:25,Email Gateway,Password Reset,Customer,Delivered,,250,0,194
LOG02225,2026-03-09 20:14:09,Email Gateway,Alert,Vendor,Delivered,,250,0,993
LOG02226,2026-02-11 07:37:08,Notification Service,Alert,Customer,Delivered,,250,0,756
LOG02227,2026-02-21 14:00:12,Authentication Service,Invoice,Admin,Delivered,,250,0,1424
LOG02228,2026-02-19 18:20:35,Marketing Service,Password Reset,Vendor,Delivered,,250,0,1512
LOG02229,2026-02-25 09:58:30,Billing Service,Email,Admin,Delivered,,250,0,1228
LOG02230,2026-05-30 12:32:15,Billing Service,Password Reset,Employee,Delivered,,250,0,398
LOG02231,2026-05-25 05:45:40,Notification Service,Password Reset,Vendor,Delivered,,250,0,1394
LOG02232,2026-06-08 19:30:18,Marketing Service,Invoice,Admin,Failed,Server Error,500,2,2576
LOG02233,2026-04-10 05:53:44,Email Gateway,Invoice,Customer,Delivered,,250,0,863
LOG02234,2026-02-10 01:40:23,Billing Service,Promotional,Vendor,Delivered,,250,0,1723
LOG02235,2026-02-02 02:09:17,Billing Service,Promotional,Vendor,Delivered,,250,0,688
LOG02236,2026-01-16 01:59:15,Authentication Service,Email,Customer,Delivered,,250,0,202
LOG02237,2026-02-23 06:00:38,Email Gateway,Invoice,Admin,Delivered,,250,0,506
LOG02238,2026-01-19 21:08:13,Email Gateway,Invoice,Employee,Delivered,,250,1,1699
LOG02239,2026-06-20 04:31:41,Marketing Service,Email,Vendor,Delivered,,250,0,1757
LOG02240,2026-01-07 19:04:40,Email Gateway,Invoice,Employee,Delivered,,250,0,599
LOG02241,2026-01-24 08:45:18,Email Gateway,Promotional,Employee,Failed,Invalid Email,550,1,4529
LOG02242,2026-06-18 21:31:24,Authentication Service,Alert,Vendor,Delivered,,250,0,1162
LOG02243,2026-01-13 06:55:26,Notification Service,Password Reset,Customer,Delivered,,250,0,256
LOG02244,2026-04-07 14:09:40,Billing Service,Promotional,Admin,Delivered,,250,0,270
LOG02245,2026-05-08 12:01:28,Email Gateway,Invoice,Vendor,Delivered,,250,0,727
LOG02246,2026-01-05 17:46:20,Marketing Service,Password Reset,Employee,Delivered,,250,0,1511
LOG02247,2026-01-09 13:37:42,Authentication Service,Promotional,Admin,Delivered,,250,0,1700
LOG02248,2026-01-10 04:24:30,Marketing Service,Invoice,Customer,Delivered,,250,0,1147
LOG02249,2026-04-16 17:58:36,Notification Service,Invoice,Vendor,Delivered,,250,0,836
LOG02250,2026-05-23 18:15:24,Marketing Service,Promotional,Employee,Delivered,,250,0,891
LOG02251,2026-05-29 23:56:20,Marketing Service,Password Reset,Admin,Delivered,,250,0,1064
LOG02252,2026-01-17 18:51:55,Authentication Service,Invoice,Employee,Delivered,,250,0,1135
LOG02253,2026-03-29 12:44:04,Authentication Service,Password Reset,Customer,Delivered,,250,0,1460
LOG02254,2026-01-29 03:59:03,Authentication Service,Invoice,Employee,Delivered,,250,0,601
LOG02255,2026-06-10 03:18:46,Billing Service,Email,Admin,Delivered,,250,1,1294
LOG02256,2026-01-09 03:38:01,Authentication Service,Email,Customer,Delivered,,250,0,517
LOG02257,2026-05-24 15:18:15,Notification Service,Invoice,Admin,Delivered,,250,0,944
LOG02258,2026-04-17 11:57:55,Billing Service,Alert,Admin,Delivered,,250,0,1015
LOG02259,2026-05-14 13:23:04,Email Gateway,Password Reset,Admin,Delivered,,250,0,1722
LOG02260,2026-02-06 13:41:12,Email Gateway,Alert,Customer,Delivered,,250,0,1603
LOG02261,2026-03-01 12:39:15,Notification Service,Promotional,Vendor,Delivered,,250,0,377
LOG02262,2026-06-08 03:49:07,Notification Service,Email,Customer,Failed,Invalid Email,550,1,7580
LOG02263,2026-05-31 16:44:17,Email Gateway,Email,Vendor,Delivered,,250,0,912
LOG02264,2026-05-09 11:12:35,Billing Service,Email,Vendor,Delivered,,250,0,802
LOG02265,2026-03-25 05:03:57,Authentication Service,Alert,Admin,Delivered,,250,0,1570
LOG02266,2026-04-06 09:46:47,Email Gateway,Promotional,Vendor,Delivered,,250,0,1149
LOG02267,2026-06-17 05:21:56,Billing Service,Alert,Customer,Delivered,,250,0,898
LOG02268,2026-05-13 23:37:25,Billing Service,Email,Admin,Failed,Server Error,500,0,4690
LOG02269,2026-02-18 23:08:02,Authentication Service,Email,Customer,Delivered,,250,0,1472
LOG02270,2026-06-29 02:16:49,Email Gateway,Promotional,Admin,Delivered,,250,0,1141
LOG02271,2026-01-07 16:02:45,Marketing Service,Invoice,Admin,Delivered,,250,0,201
LOG02272,2026-05-13 18:50:59,Notification Service,Alert,Customer,Delivered,,250,0,1208
LOG02273,2026-02-05 04:36:29,Billing Service,Invoice,Admin,Delivered,,250,0,1663
LOG02274,2026-01-10 11:01:40,Marketing Service,Alert,Customer,Delivered,,250,0,1105
LOG02275,2026-02-26 23:17:38,Notification Service,Email,Vendor,Delivered,,250,0,1586
LOG02276,2026-01-31 01:24:09,Email Gateway,Password Reset,Admin,Delivered,,250,0,1768
LOG02277,2026-05-25 13:45:53,Notification Service,Promotional,Customer,Delivered,,250,0,1578
LOG02278,2026-04-24 07:37:56,Billing Service,Password Reset,Admin,Delivered,,250,1,417
LOG02279,2026-01-20 17:12:00,Notification Service,Password Reset,Employee,Delivered,,250,1,1332
LOG02280,2026-01-05 14:20:54,Billing Service,Promotional,Vendor,Delivered,,250,0,1630
LOG02281,2026-04-12 23:29:38,Marketing Service,Alert,Customer,Delivered,,250,0,1073
LOG02282,2026-04-19 05:07:13,Billing Service,Email,Customer,Delivered,,250,0,1541
LOG02283,2026-03-11 10:44:06,Billing Service,Promotional,Employee,Delivered,,250,0,427
LOG02284,2026-01-05 16:21:26,Notification Service,Email,Employee,Delivered,,250,0,1298
LOG02285,2026-03-14 11:46:57,Authentication Service,Invoice,Admin,Failed,Authentication Error,535,1,5568
LOG02286,2026-03-22 05:54:41,Email Gateway,Alert,Customer,Delivered,,250,0,452
LOG02287,2026-05-25 23:36:16,Billing Service,Email,Vendor,Failed,Authentication Error,535,0,5097
LOG02288,2026-05-10 07:22:15,Marketing Service,Alert,Customer,Delivered,,250,0,834
LOG02289,2026-06-28 18:55:13,Notification Service,Promotional,Employee,Delivered,,250,0,1160
LOG02290,2026-02-11 13:52:59,Email Gateway,Password Reset,Admin,Delivered,,250,0,325
LOG02291,2026-01-29 08:55:59,Notification Service,Alert,Employee,Delivered,,250,0,1231
LOG02292,2026-01-15 02:17:39,Authentication Service,Password Reset,Employee,Delivered,,250,0,1461
LOG02293,2026-03-12 05:44:56,Notification Service,Invoice,Admin,Failed,SMTP Timeout,504,2,7194
LOG02294,2026-03-18 15:06:13,Email Gateway,Password Reset,Vendor,Delivered,,250,0,640
LOG02295,2026-05-26 08:46:06,Notification Service,Promotional,Admin,Delivered,,250,0,502
LOG02296,2026-02-16 20:43:43,Authentication Service,Alert,Vendor,Delivered,,250,0,1408
LOG02297,2026-01-07 00:04:11,Billing Service,Email,Customer,Delivered,,250,0,1762
LOG02298,2026-05-05 13:08:28,Email Gateway,Invoice,Vendor,Delivered,,250,0,879
LOG02299,2026-02-28 22:23:52,Authentication Service,Alert,Vendor,Delivered,,250,0,1142
LOG02300,2026-04-10 07:28:58,Billing Service,Promotional,Employee,Delivered,,250,0,1182
LOG02301,2026-03-08 11:44:46,Authentication Service,Alert,Customer,Delivered,,250,0,735
LOG02302,2026-06-19 20:38:15,Marketing Service,Alert,Employee,Delivered,,250,0,670
LOG02303,2026-04-20 21:49:14,Notification Service,Invoice,Vendor,Delivered,,250,0,1564
LOG02304,2026-03-21 21:54:42,Marketing Service,Invoice,Admin,Delivered,,250,0,1435
LOG02305,2026-06-22 22:15:56,Notification Service,Invoice,Employee,Delivered,,250,0,1291
LOG02306,2026-04-18 08:42:56,Marketing Service,Password Reset,Admin,Delivered,,250,0,1663
LOG02307,2026-05-21 08:13:27,Marketing Service,Password Reset,Employee,Delivered,,250,0,870
LOG02308,2026-02-05 13:12:16,Billing Service,Invoice,Employee,Delivered,,250,0,1343
LOG02309,2026-03-31 03:27:51,Authentication Service,Invoice,Employee,Delivered,,250,0,434
LOG02310,2026-03-15 02:54:22,Authentication Service,Promotional,Customer,Failed,Authentication Error,535,2,4855
LOG02311,2026-03-30 07:20:16,Authentication Service,Alert,Vendor,Delivered,,250,0,724
LOG02312,2026-01-10 21:38:41,Billing Service,Promotional,Customer,Delivered,,250,0,424
LOG02313,2026-01-28 03:10:36,Notification Service,Email,Vendor,Delivered,,250,1,264
LOG02314,2026-06-14 12:07:13,Email Gateway,Invoice,Customer,Delivered,,250,0,1785
LOG02315,2026-01-19 14:52:57,Billing Service,Password Reset,Customer,Delivered,,250,0,200
LOG02316,2026-01-22 15:18:39,Marketing Service,Alert,Vendor,Delivered,,250,0,631
LOG02317,2026-05-01 01:32:32,Authentication Service,Alert,Vendor,Delivered,,250,0,664
LOG02318,2026-01-30 10:59:12,Email Gateway,Alert,Vendor,Delivered,,250,0,964
LOG02319,2026-02-09 10:42:23,Authentication Service,Alert,Customer,Delivered,,250,0,1696
LOG02320,2026-04-30 06:03:49,Marketing Service,Promotional,Customer,Delivered,,250,0,632
LOG02321,2026-02-16 23:54:57,Billing Service,Alert,Employee,Delivered,,250,0,752
LOG02322,2026-01-21 20:27:33,Email Gateway,Password Reset,Vendor,Delivered,,250,0,971
LOG02323,2026-03-28 15:16:50,Notification Service,Password Reset,Customer,Delivered,,250,0,1089
LOG02324,2026-03-27 22:19:40,Notification Service,Promotional,Admin,Failed,Mailbox Full,552,1,6315
LOG02325,2026-04-06 10:38:54,Billing Service,Alert,Vendor,Delivered,,250,0,1440
LOG02326,2026-03-17 07:44:53,Billing Service,Alert,Employee,Delivered,,250,0,1410
LOG02327,2026-06-12 12:25:18,Billing Service,Password Reset,Admin,Delivered,,250,0,1009
LOG02328,2026-02-23 05:35:35,Notification Service,Invoice,Employee,Delivered,,250,0,229
LOG02329,2026-05-14 07:17:07,Authentication Service,Password Reset,Customer,Delivered,,250,0,976
LOG02330,2026-04-22 00:06:44,Marketing Service,Invoice,Admin,Failed,SMTP Timeout,504,3,4274
LOG02331,2026-01-18 08:55:04,Billing Service,Invoice,Vendor,Delivered,,250,0,712
LOG02332,2026-04-03 22:06:53,Notification Service,Password Reset,Employee,Delivered,,250,0,1406
LOG02333,2026-04-14 02:20:37,Notification Service,Email,Admin,Delivered,,250,0,364
LOG02334,2026-05-18 07:20:45,Notification Service,Email,Customer,Delivered,,250,0,702
LOG02335,2026-03-29 23:36:10,Notification Service,Invoice,Employee,Delivered,,250,0,560
LOG02336,2026-02-14 11:37:50,Billing Service,Invoice,Employee,Delivered,,250,0,368
LOG02337,2026-05-01 13:48:42,Email Gateway,Alert,Employee,Delivered,,250,0,1046
LOG02338,2026-06-23 18:38:19,Notification Service,Password Reset,Customer,Delivered,,250,0,1639
LOG02339,2026-01-15 23:04:02,Email Gateway,Email,Vendor,Delivered,,250,0,434
LOG02340,2026-06-01 06:40:46,Billing Service,Alert,Vendor,Delivered,,250,0,562
LOG02341,2026-02-17 16:47:45,Email Gateway,Invoice,Employee,Delivered,,250,0,222
LOG02342,2026-04-08 06:25:27,Authentication Service,Email,Admin,Delivered,,250,0,499
LOG02343,2026-06-14 09:08:56,Notification Service,Password Reset,Vendor,Delivered,,250,0,683
LOG02344,2026-03-30 08:11:36,Notification Service,Email,Employee,Delivered,,250,0,266
LOG02345,2026-01-14 00:35:15,Billing Service,Password Reset,Customer,Delivered,,250,0,1183
LOG02346,2026-05-12 13:29:50,Billing Service,Alert,Admin,Delivered,,250,0,1505
LOG02347,2026-04-11 21:46:23,Marketing Service,Alert,Admin,Delivered,,250,0,1014
LOG02348,2026-02-02 09:47:22,Authentication Service,Promotional,Employee,Delivered,,250,0,1408
LOG02349,2026-03-13 08:40:48,Marketing Service,Email,Admin,Delivered,,250,0,228
LOG02350,2026-03-03 01:53:12,Billing Service,Password Reset,Customer,Delivered,,250,0,1716
LOG02351,2026-01-29 13:51:45,Billing Service,Alert,Employee,Delivered,,250,0,680
LOG02352,2026-01-28 15:14:15,Email Gateway,Password Reset,Admin,Delivered,,250,0,1639
LOG02353,2026-04-01 08:00:39,Marketing Service,Password Reset,Admin,Delivered,,250,1,682
LOG02354,2026-01-29 06:15:13,Email Gateway,Invoice,Vendor,Failed,Server Error,500,3,6152
LOG02355,2026-06-19 08:20:26,Billing Service,Email,Vendor,Delivered,,250,0,1157
LOG02356,2026-01-08 20:51:26,Billing Service,Email,Vendor,Delivered,,250,0,1217
LOG02357,2026-02-02 05:21:41,Email Gateway,Email,Employee,Delivered,,250,0,302
LOG02358,2026-01-05 19:02:00,Authentication Service,Password Reset,Vendor,Failed,SMTP Timeout,504,3,3642
LOG02359,2026-05-01 17:40:14,Marketing Service,Invoice,Vendor,Failed,Server Error,500,0,4391
LOG02360,2026-05-28 06:49:52,Billing Service,Promotional,Customer,Delivered,,250,0,1713
LOG02361,2026-04-20 23:23:05,Authentication Service,Email,Employee,Delivered,,250,0,1532
LOG02362,2026-05-19 16:44:41,Billing Service,Invoice,Employee,Delivered,,250,0,370
LOG02363,2026-04-30 18:50:34,Billing Service,Invoice,Admin,Delivered,,250,0,204
LOG02364,2026-01-26 19:33:17,Notification Service,Promotional,Employee,Delivered,,250,0,490
LOG02365,2026-03-24 21:33:06,Authentication Service,Alert,Vendor,Delivered,,250,0,315
LOG02366,2026-02-01 17:27:33,Email Gateway,Invoice,Admin,Delivered,,250,0,519
LOG02367,2026-06-29 13:58:54,Billing Service,Email,Customer,Delivered,,250,0,881
LOG02368,2026-04-30 18:29:19,Marketing Service,Promotional,Vendor,Delivered,,250,0,1699
LOG02369,2026-03-06 04:42:25,Marketing Service,Alert,Employee,Delivered,,250,0,1387
LOG02370,2026-04-11 23:36:02,Marketing Service,Alert,Employee,Delivered,,250,0,1169
LOG02371,2026-02-22 20:29:25,Marketing Service,Alert,Vendor,Delivered,,250,0,1008
LOG02372,2026-01-10 23:00:45,Authentication Service,Invoice,Vendor,Delivered,,250,0,637
LOG02373,2026-06-13 23:36:00,Notification Service,Password Reset,Admin,Delivered,,250,0,1608
LOG02374,2026-04-16 06:52:42,Authentication Service,Invoice,Admin,Delivered,,250,0,858
LOG02375,2026-02-28 01:50:05,Email Gateway,Password Reset,Employee,Delivered,,250,1,1537
LOG02376,2026-01-13 21:04:34,Marketing Service,Email,Admin,Delivered,,250,0,1028
LOG02377,2026-04-02 21:09:04,Email Gateway,Invoice,Vendor,Delivered,,250,0,1187
LOG02378,2026-03-18 23:06:00,Authentication Service,Password Reset,Admin,Delivered,,250,0,678
LOG02379,2026-04-29 13:28:30,Notification Service,Invoice,Employee,Delivered,,250,0,349
LOG02380,2026-01-20 13:06:31,Email Gateway,Email,Customer,Delivered,,250,0,369
LOG02381,2026-06-04 02:23:40,Notification Service,Email,Customer,Delivered,,250,0,776
LOG02382,2026-06-13 19:22:00,Marketing Service,Invoice,Customer,Failed,Network Error,503,2,1618
LOG02383,2026-01-08 13:29:02,Authentication Service,Email,Customer,Delivered,,250,0,573
LOG02384,2026-06-03 07:32:08,Notification Service,Promotional,Admin,Delivered,,250,0,1440
LOG02385,2026-06-12 12:00:10,Authentication Service,Email,Vendor,Delivered,,250,0,712
LOG02386,2026-01-31 13:30:33,Authentication Service,Email,Admin,Delivered,,250,0,245
LOG02387,2026-03-18 09:20:47,Marketing Service,Password Reset,Admin,Delivered,,250,0,1222
LOG02388,2026-03-01 11:55:18,Marketing Service,Promotional,Admin,Delivered,,250,0,813
LOG02389,2026-05-10 08:58:30,Marketing Service,Password Reset,Employee,Delivered,,250,0,255
LOG02390,2026-01-16 10:16:42,Email Gateway,Alert,Customer,Delivered,,250,1,438
LOG02391,2026-01-29 23:54:48,Email Gateway,Invoice,Vendor,Delivered,,250,0,1651
LOG02392,2026-04-04 12:24:12,Billing Service,Promotional,Customer,Delivered,,250,0,1555
LOG02393,2026-04-18 05:04:00,Authentication Service,Invoice,Employee,Delivered,,250,0,925
LOG02394,2026-01-31 09:29:13,Billing Service,Password Reset,Vendor,Failed,Invalid Email,550,2,3991
LOG02395,2026-02-06 05:26:39,Billing Service,Promotional,Admin,Delivered,,250,0,1100
LOG02396,2026-01-26 19:22:26,Marketing Service,Promotional,Vendor,Delivered,,250,0,1613
LOG02397,2026-02-05 17:19:28,Email Gateway,Password Reset,Vendor,Delivered,,250,0,865
LOG02398,2026-01-29 18:30:42,Email Gateway,Password Reset,Employee,Delivered,,250,0,749
LOG02399,2026-06-26 04:21:23,Notification Service,Password Reset,Admin,Failed,Invalid Email,550,2,6627
LOG02400,2026-03-08 14:19:24,Authentication Service,Invoice,Vendor,Failed,Server Error,500,1,2529
LOG02401,2026-01-29 16:49:30,Marketing Service,Alert,Vendor,Delivered,,250,0,1389
LOG02402,2026-04-29 22:17:17,Authentication Service,Password Reset,Admin,Delivered,,250,0,260
LOG02403,2026-03-30 08:13:56,Authentication Service,Alert,Vendor,Delivered,,250,0,271
LOG02404,2026-02-25 05:47:57,Marketing Service,Email,Admin,Delivered,,250,1,308
LOG02405,2026-04-03 03:24:43,Billing Service,Promotional,Employee,Delivered,,250,0,636
LOG02406,2026-03-29 05:45:22,Marketing Service,Invoice,Customer,Delivered,,250,0,1366
LOG02407,2026-02-19 08:23:13,Billing Service,Invoice,Customer,Delivered,,250,0,1100
LOG02408,2026-02-16 09:43:38,Billing Service,Email,Admin,Failed,Invalid Email,550,2,5184
LOG02409,2026-06-08 03:29:38,Authentication Service,Promotional,Customer,Delivered,,250,1,1750
LOG02410,2026-05-05 06:42:27,Marketing Service,Alert,Customer,Delivered,,250,0,1273
LOG02411,2026-05-09 09:49:41,Authentication Service,Invoice,Customer,Delivered,,250,0,976
LOG02412,2026-04-19 21:18:22,Marketing Service,Password Reset,Employee,Failed,SMTP Timeout,504,2,6098
LOG02413,2026-02-17 16:33:42,Billing Service,Email,Customer,Delivered,,250,0,708
LOG02414,2026-02-02 19:42:09,Marketing Service,Invoice,Admin,Delivered,,250,0,1673
LOG02415,2026-02-01 19:51:48,Marketing Service,Email,Vendor,Delivered,,250,0,1303
LOG02416,2026-05-05 02:03:40,Email Gateway,Email,Employee,Delivered,,250,0,186
LOG02417,2026-02-16 12:23:25,Email Gateway,Invoice,Employee,Delivered,,250,0,428
LOG02418,2026-04-08 04:19:37,Authentication Service,Promotional,Customer,Delivered,,250,0,1788
LOG02419,2026-01-17 04:03:26,Marketing Service,Email,Vendor,Delivered,,250,0,1296
LOG02420,2026-02-18 14:22:13,Email Gateway,Alert,Customer,Delivered,,250,0,880
LOG02421,2026-02-01 03:14:15,Authentication Service,Alert,Employee,Delivered,,250,0,1473
LOG02422,2026-03-10 05:33:41,Email Gateway,Invoice,Admin,Delivered,,250,0,1229
LOG02423,2026-05-31 15:46:47,Billing Service,Password Reset,Employee,Delivered,,250,0,1764
LOG02424,2026-04-24 20:36:35,Email Gateway,Password Reset,Admin,Delivered,,250,0,839
LOG02425,2026-05-05 18:23:40,Marketing Service,Password Reset,Customer,Failed,Invalid Email,550,2,940
LOG02426,2026-05-10 01:10:06,Marketing Service,Invoice,Admin,Delivered,,250,0,825
LOG02427,2026-06-17 09:14:35,Billing Service,Email,Employee,Delivered,,250,0,1329
LOG02428,2026-05-29 18:24:07,Email Gateway,Alert,Employee,Delivered,,250,0,1309
LOG02429,2026-05-21 22:57:22,Marketing Service,Email,Customer,Delivered,,250,0,683
LOG02430,2026-03-02 14:17:47,Authentication Service,Promotional,Vendor,Failed,Invalid Email,550,2,6246
LOG02431,2026-01-27 14:05:27,Marketing Service,Promotional,Employee,Delivered,,250,0,332
LOG02432,2026-04-14 02:27:49,Marketing Service,Email,Admin,Delivered,,250,0,226
LOG02433,2026-01-06 01:51:26,Marketing Service,Invoice,Employee,Delivered,,250,0,1255
LOG02434,2026-04-28 01:44:51,Authentication Service,Email,Vendor,Delivered,,250,1,1752
LOG02435,2026-03-06 19:33:05,Marketing Service,Email,Employee,Delivered,,250,0,341
LOG02436,2026-02-14 22:57:30,Email Gateway,Invoice,Vendor,Delivered,,250,0,1288
LOG02437,2026-06-27 06:45:48,Email Gateway,Alert,Vendor,Delivered,,250,0,385
LOG02438,2026-06-23 20:31:14,Billing Service,Email,Vendor,Delivered,,250,0,1527
LOG02439,2026-03-06 17:08:04,Marketing Service,Email,Employee,Failed,Network Error,503,0,1675
LOG02440,2026-06-23 02:14:10,Billing Service,Email,Admin,Delivered,,250,0,398
LOG02441,2026-02-21 07:38:40,Notification Service,Alert,Employee,Delivered,,250,0,1508
LOG02442,2026-06-28 06:57:01,Authentication Service,Email,Customer,Delivered,,250,0,439
LOG02443,2026-02-02 21:19:10,Authentication Service,Password Reset,Admin,Failed,Server Error,500,2,5524
LOG02444,2026-06-04 07:23:19,Notification Service,Promotional,Employee,Failed,Invalid Email,550,3,2376
LOG02445,2026-06-10 04:53:48,Authentication Service,Invoice,Vendor,Delivered,,250,1,1022
LOG02446,2026-06-26 20:23:06,Authentication Service,Invoice,Vendor,Delivered,,250,0,435
LOG02447,2026-05-18 06:24:47,Billing Service,Invoice,Admin,Failed,Invalid Email,550,1,6917
LOG02448,2026-02-19 02:46:05,Notification Service,Alert,Employee,Delivered,,250,0,1554
